@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3}

@data
184,'2025/11/30 17:25:42:430',1,-0.05163,1.427447,-0.452475,7.261837,0.725594,-6.547179,0.261707,0.202369,-3.083421,1
185,'2025/11/30 17:25:42:449',1,0.375491,1.656834,-0.199531,7.917191,0.533036,-5.376404,0.465673,0.330553,2.905693,1
186,'2025/11/30 17:25:42:465',1,0.375491,1.656834,-0.199531,7.917191,0.533036,-5.376404,0.465673,0.330553,2.905693,1
187,'2025/11/30 17:25:42:481',1,0.519597,1.584724,-0.354579,8.791619,0.579897,-3.903083,0.639861,0.483138,2.641576,1
188,'2025/11/30 17:25:42:497',1,0.519597,1.584724,-0.354579,8.791619,0.579897,-3.903083,0.639861,0.483138,2.641576,1
189,'2025/11/30 17:25:42:514',1,0.435347,1.717528,-0.605088,11.250979,0.698252,-2.586914,0.853753,0.780574,2.242599,1
190,'2025/11/30 17:25:42:530',1,0.435347,1.717528,-0.605088,11.250979,0.698252,-2.586914,0.853753,0.780574,2.242599,1
191,'2025/11/30 17:25:42:547',1,0.3472,2.456287,-0.756784,15.61972,-1.244412,-1.941162,1.006261,1.404721,1.474686,1
192,'2025/11/30 17:25:42:565',1,0.3472,2.456287,-0.756784,15.61972,-1.244412,-1.941162,1.006261,1.404721,1.474686,1
193,'2025/11/30 17:25:42:580',1,0.746867,3.244699,-0.803054,18.853287,-2.691653,-0.583607,0.870036,2.057512,0.603925,1
194,'2025/11/30 17:25:42:598',1,0.746867,3.244699,-0.803054,18.853287,-2.691653,-0.583607,0.870036,2.057512,0.603925,1
195,'2025/11/30 17:25:42:614',1,1.318774,3.447544,-0.231989,17.655302,2.238686,3.014313,0.467997,2.442618,-0.086162,1
196,'2025/11/30 17:25:42:629',1,1.318774,3.447544,-0.231989,17.655302,2.238686,3.014313,0.467997,2.442618,-0.086162,1
197,'2025/11/30 17:25:42:647',1,-1.035179,2.70753,1.143793,10.55205,7.04209,3.568863,0.119681,2.78599,-0.46448,1
198,'2025/11/30 17:25:42:663',1,-1.035179,2.70753,1.143793,10.55205,7.04209,3.568863,0.119681,2.78599,-0.46448,1
199,'2025/11/30 17:25:42:679',1,0.045711,1.464274,0.586661,8.202703,4.045491,4.525834,-0.158876,2.966002,-0.685671,1
200,'2025/11/30 17:25:42:699',1,0.045711,1.464274,0.586661,8.202703,4.045491,4.525834,-0.158876,2.966002,-0.685671,1
201,'2025/11/30 17:25:42:714',1,0.019049,1.241074,0.346076,6.665902,3.678667,5.270454,-0.351768,3.032856,-0.869104,1
202,'2025/11/30 17:25:42:730',1,0.019049,1.241074,0.346076,6.665902,3.678667,5.270454,-0.351768,3.032856,-0.869104,1
203,'2025/11/30 17:25:42:746',1,-0.744761,0.910289,0.735141,7.237456,0.796515,4.296558,-0.58241,3.019281,-1.091019,1
204,'2025/11/30 17:25:42:763',1,-0.744761,0.910289,0.735141,7.237456,0.796515,4.296558,-0.58241,3.019281,-1.091019,1
205,'2025/11/30 17:25:42:783',1,-1.089257,0.488642,1.414094,3.461611,0.64806,2.078423,-0.756033,2.913807,-1.277451,1
206,'2025/11/30 17:25:42:796',1,-1.089257,0.488642,1.414094,3.461611,0.64806,2.078423,-0.756033,2.913807,-1.277451,1
207,'2025/11/30 17:25:42:813',1,-1.155767,-0.141182,1.402183,0.599053,-0.436921,-0.187777,-0.804629,2.885432,-1.334777,1
208,'2025/11/30 17:25:42:830',1,-1.155767,-0.141182,1.402183,0.599053,-0.436921,-0.187777,-0.804629,2.885432,-1.334777,1
209,'2025/11/30 17:25:42:847',1,-0.602931,-0.072062,0.804175,-1.356869,-1.738621,-1.462429,-0.801096,2.874829,-1.280164,1
210,'2025/11/30 17:25:42:863',1,-0.602931,-0.072062,0.804175,-1.356869,-1.738621,-1.462429,-0.801096,2.874829,-1.280164,1
211,'2025/11/30 17:25:42:879',1,-0.299181,0.076825,0.066271,-2.321347,0.47157,-1.363316,-0.743375,2.915212,-1.18806,1
212,'2025/11/30 17:25:42:896',1,-0.299181,0.076825,0.066271,-2.321347,0.47157,-1.363316,-0.743375,2.915212,-1.18806,1
213,'2025/11/30 17:25:42:913',1,-0.088781,-0.019613,-0.323794,-0.951394,0.332225,-1.407142,-0.700377,2.97793,-1.120236,1
214,'2025/11/30 17:25:42:929',1,-0.088781,-0.019613,-0.323794,-0.951394,0.332225,-1.407142,-0.700377,2.97793,-1.120236,1
215,'2025/11/30 17:25:42:946',1,0.12913,-0.035391,-0.052392,0.128819,-0.434967,-1.139872,-0.699979,3.011123,-1.058845,1
216,'2025/11/30 17:25:42:964',1,0.12913,-0.035391,-0.052392,0.128819,-0.434967,-1.139872,-0.699979,3.011123,-1.058845,1
217,'2025/11/30 17:25:42:980',1,0.11888,0.020863,0.097197,-0.568097,0.177981,-0.965393,-0.696658,3.037435,-1.011635,1
218,'2025/11/30 17:25:42:998',1,0.11888,0.020863,0.097197,-0.568097,0.177981,-0.965393,-0.696658,3.037435,-1.011635,1
219,'2025/11/30 17:25:43:013',1,0.084195,0.055707,0.039703,-0.530574,-0.024509,-0.959294,-0.680994,3.067165,-0.972784,1
220,'2025/11/30 17:25:43:029',1,0.084195,0.055707,0.039703,-0.530574,-0.024509,-0.959294,-0.680994,3.067165,-0.972784,1
221,'2025/11/30 17:25:43:046',1,-0.039199,0.041858,0.179349,-0.497491,-0.739969,-0.98924,-0.668014,3.079201,-0.927506,1
222,'2025/11/30 17:25:43:063',1,-0.039199,0.041858,0.179349,-0.497491,-0.739969,-0.98924,-0.668014,3.079201,-0.927506,1
223,'2025/11/30 17:25:43:081',1,-0.150854,0.115707,0.207166,-1.254698,-0.166679,-1.121675,-0.638883,3.092392,-0.881205,1
224,'2025/11/30 17:25:43:097',1,-0.150854,0.115707,0.207166,-1.254698,-0.166679,-1.121675,-0.638883,3.092392,-0.881205,1
225,'2025/11/30 17:25:43:114',1,-0.355846,0.086036,0.258834,-1.457042,-0.895113,-1.902272,-0.600021,3.112215,-0.825384,1
226,'2025/11/30 17:25:43:130',1,-0.355846,0.086036,0.258834,-1.457042,-0.895113,-1.902272,-0.600021,3.112215,-0.825384,1
227,'2025/11/30 17:25:43:147',1,-0.499067,0.160243,0.742801,-2.985841,-1.939594,-3.03567,-0.533411,3.110774,-0.718521,1
228,'2025/11/30 17:25:43:163',1,-0.499067,0.160243,0.742801,-2.985841,-1.939594,-3.03567,-0.533411,3.110774,-0.718521,1
229,'2025/11/30 17:25:43:180',1,-0.416379,0.503538,0.552897,-5.263447,-0.63298,-3.948265,-0.385749,3.133756,-0.578192,1
230,'2025/11/30 17:25:43:196',1,-0.416379,0.503538,0.552897,-5.263447,-0.63298,-3.948265,-0.385749,3.133756,-0.578192,1
231,'2025/11/30 17:25:43:214',1,-0.335559,0.636432,0.529487,-5.71607,-2.447145,-4.693936,-0.222126,3.133049,-0.440969,1
232,'2025/11/30 17:25:43:231',1,-0.335559,0.636432,0.529487,-5.71607,-2.447145,-4.693936,-0.222126,3.133049,-0.440969,1
233,'2025/11/30 17:25:43:246',1,0.059506,1.585283,0.828894,-8.559557,-1.329309,-3.299636,0.012667,3.071672,-0.28553,1
234,'2025/11/30 17:25:43:266',1,-0.142498,1.455501,0.417604,-8.828773,-2.483761,-3.431915,0.311272,3.008014,-0.14542,1
235,'2025/11/30 17:25:43:280',1,-0.142498,1.455501,0.417604,-8.828773,-2.483761,-3.431915,0.311272,3.008014,-0.14542,1
236,'2025/11/30 17:25:43:296',1,-0.142498,1.455501,0.417604,-8.828773,-2.483761,-3.431915,0.311272,3.008014,-0.14542,1
237,'2025/11/30 17:25:43:313',1,-0.452106,1.594669,0.391994,-8.740969,-4.587472,-3.607232,0.54363,2.812945,0.037128,1
238,'2025/11/30 17:25:43:329',1,-0.452106,1.594669,0.391994,-8.740969,-4.587472,-3.607232,0.54363,2.812945,0.037128,1
239,'2025/11/30 17:25:43:348',1,0.036885,1.717729,0.209249,-9.244506,-3.353007,-1.477094,0.772365,2.492992,0.322915,1
240,'2025/11/30 17:25:43:363',1,0.036885,1.717729,0.209249,-9.244506,-3.353007,-1.477094,0.772365,2.492992,0.322915,1
241,'2025/11/30 17:25:43:379',1,0.001576,1.594412,0.204879,-10.938344,-0.99259,-0.368265,0.984037,2.068226,0.7702,1
242,'2025/11/30 17:25:43:396',1,0.001576,1.594412,0.204879,-10.938344,-0.99259,-0.368265,0.984037,2.068226,0.7702,1
243,'2025/11/30 17:25:43:413',1,0.106105,1.78749,0.078649,-12.072925,0.686706,-0.188712,1.049863,1.50061,1.428832,1
244,'2025/11/30 17:25:43:431',1,0.106105,1.78749,0.078649,-12.072925,0.686706,-0.188712,1.049863,1.50061,1.428832,1
245,'2025/11/30 17:25:43:448',1,0.698002,2.022805,0.019611,-12.036071,0.074912,1.337378,0.904393,0.912555,2.157828,1
246,'2025/11/30 17:25:43:463',1,0.698002,2.022805,0.019611,-12.036071,0.074912,1.337378,0.904393,0.912555,2.157828,1
247,'2025/11/30 17:25:43:480',1,1.161152,2.149477,-0.123916,-10.685802,-2.483829,4.832811,0.664002,0.520645,2.645489,1
248,'2025/11/30 17:25:43:498',1,1.161152,2.149477,-0.123916,-10.685802,-2.483829,4.832811,0.664002,0.520645,2.645489,1
249,'2025/11/30 17:25:43:515',1,1.417177,2.284852,-0.813203,-7.850943,-1.74533,9.318415,0.483924,0.256709,3.001117,1
250,'2025/11/30 17:25:43:531',1,1.417177,2.284852,-0.813203,-7.850943,-1.74533,9.318415,0.483924,0.256709,3.001117,1
251,'2025/11/30 17:25:43:548',1,1.062535,2.892524,-1.18295,-4.538807,0.282723,14.045288,0.326679,0.052298,-2.801864,1
252,'2025/11/30 17:25:43:563',1,1.062535,2.892524,-1.18295,-4.538807,0.282723,14.045288,0.326679,0.052298,-2.801864,1
253,'2025/11/30 17:25:43:581',1,-0.018319,3.501004,-0.982966,-1.405222,0.243404,15.509166,0.212593,-0.073989,-2.253788,1
254,'2025/11/30 17:25:43:597',1,-0.018319,3.501004,-0.982966,-1.405222,0.243404,15.509166,0.212593,-0.073989,-2.253788,1
255,'2025/11/30 17:25:43:614',1,-1.72202,2.514376,-1.345629,3.414177,-2.656317,10.906679,0.174873,-0.197428,-1.767611,1
256,'2025/11/30 17:25:43:631',1,-1.72202,2.514376,-1.345629,3.414177,-2.656317,10.906679,0.174873,-0.197428,-1.767611,1
257,'2025/11/30 17:25:43:649',1,-1.8765,0.398076,-0.235636,5.338395,-3.634545,5.707372,0.258946,-0.35457,-1.489628,1
258,'2025/11/30 17:25:43:665',1,-1.8765,0.398076,-0.235636,5.338395,-3.634545,5.707372,0.258946,-0.35457,-1.489628,1
259,'2025/11/30 17:25:43:680',1,-1.37041,-0.02272,0.730002,0.639766,0.109724,4.387053,0.277584,-0.483816,-1.28164,1
260,'2025/11/30 17:25:43:699',1,-1.37041,-0.02272,0.730002,0.639766,0.109724,4.387053,0.277584,-0.483816,-1.28164,1
261,'2025/11/30 17:25:43:713',1,-1.401667,-0.399539,0.147848,0.559085,-0.572995,1.871597,0.232086,-0.504654,-1.175052,1
262,'2025/11/30 17:25:43:732',1,-1.401667,-0.399539,0.147848,0.559085,-0.572995,1.871597,0.232086,-0.504654,-1.175052,1
263,'2025/11/30 17:25:43:746',1,-1.022678,-0.271136,0.34269,0.41659,-1.472476,0.05357,0.237436,-0.547865,-1.142534,1
264,'2025/11/30 17:25:43:763',1,-1.022678,-0.271136,0.34269,0.41659,-1.472476,0.05357,0.237436,-0.547865,-1.142534,1
265,'2025/11/30 17:25:43:782',1,-0.528838,-0.035436,0.340074,-0.906523,-0.4877,-0.379016,0.230077,-0.579479,-1.156883,1
266,'2025/11/30 17:25:43:798',1,-0.528838,-0.035436,0.340074,-0.906523,-0.4877,-0.379016,0.230077,-0.579479,-1.156883,1
267,'2025/11/30 17:25:43:813',1,-0.199901,-0.008713,0.043772,-0.46593,-0.962117,-0.981232,0.222238,-0.59506,-1.190645,1
268,'2025/11/30 17:25:43:829',1,-0.199901,-0.008713,0.043772,-0.46593,-0.962117,-0.981232,0.222238,-0.59506,-1.190645,1
269,'2025/11/30 17:25:43:847',1,0.078212,0.108305,0.094516,-0.59651,-0.962599,-0.921688,0.229344,-0.621388,-1.229724,1
270,'2025/11/30 17:25:43:864',1,0.078212,0.108305,0.094516,-0.59651,-0.962599,-0.921688,0.229344,-0.621388,-1.229724,1
271,'2025/11/30 17:25:43:883',1,0.201541,0.130005,0.024076,-0.786523,-0.635993,-0.528206,0.224429,-0.637192,-1.261356,1
272,'2025/11/30 17:25:43:897',1,0.201541,0.130005,0.024076,-0.786523,-0.635993,-0.528206,0.224429,-0.637192,-1.261356,1
273,'2025/11/30 17:25:43:913',1,0.137164,0.078391,-0.105507,-0.316051,-1.322355,-0.32586,0.216054,-0.661724,-1.285084,1
274,'2025/11/30 17:25:43:930',1,0.137164,0.078391,-0.105507,-0.316051,-1.322355,-0.32586,0.216054,-0.661724,-1.285084,1
275,'2025/11/30 17:25:43:947',1,0.003856,0.004377,-0.118111,-0.071989,-1.337137,-0.40391,0.220703,-0.711223,-1.298594,1
276,'2025/11/30 17:25:43:963',1,0.003856,0.004377,-0.118111,-0.071989,-1.337137,-0.40391,0.220703,-0.711223,-1.298594,1
277,'2025/11/30 17:25:43:981',1,-0.001219,0.026491,-0.091892,-0.06889,-0.872009,-0.25308,0.225761,-0.740961,-1.30782,1
278,'2025/11/30 17:25:43:998',1,-0.001219,0.026491,-0.091892,-0.06889,-0.872009,-0.25308,0.225761,-0.740961,-1.30782,1
279,'2025/11/30 17:25:44:014',1,0.021002,0.032044,-0.041289,0.136679,-1.82618,-0.2953,0.231556,-0.781311,-1.31465,1
280,'2025/11/30 17:25:44:029',1,0.021002,0.032044,-0.041289,0.136679,-1.82618,-0.2953,0.231556,-0.781311,-1.31465,1
281,'2025/11/30 17:25:44:047',1,-0.020036,-0.002545,-0.13307,0.331102,-1.796983,-0.318549,0.247172,-0.85297,-1.316314,1
282,'2025/11/30 17:25:44:063',1,-0.020036,-0.002545,-0.13307,0.331102,-1.796983,-0.318549,0.247172,-0.85297,-1.316314,1
283,'2025/11/30 17:25:44:081',1,0.046066,0.050342,-0.090443,0.422853,-1.496905,0.117018,0.256105,-0.90021,-1.309667,1
284,'2025/11/30 17:25:44:097',1,0.046066,0.050342,-0.090443,0.422853,-1.496905,0.117018,0.256105,-0.90021,-1.309667,1
285,'2025/11/30 17:25:44:113',1,-0.073387,-0.006003,-0.138717,1.279418,-4.096755,-0.255672,0.270144,-0.994308,-1.286744,1
286,'2025/11/30 17:25:44:131',1,-0.073387,-0.006003,-0.138717,1.279418,-4.096755,-0.255672,0.270144,-0.994308,-1.286744,1
287,'2025/11/30 17:25:44:147',1,-0.11103,0.012542,-0.366507,3.229663,-8.552707,-1.357702,0.32946,-1.232837,-1.227212,1
288,'2025/11/30 17:25:44:164',1,-0.11103,0.012542,-0.366507,3.229663,-8.552707,-1.357702,0.32946,-1.232837,-1.227212,1
289,'2025/11/30 17:25:44:180',1,-0.100817,0.081453,-0.533966,5.204734,-12.202167,-2.105818,0.400202,-1.587746,-1.103875,1
290,'2025/11/30 17:25:44:199',1,-0.100817,0.081453,-0.533966,5.204734,-12.202167,-2.105818,0.400202,-1.587746,-1.103875,1
291,'2025/11/30 17:25:44:213',1,-0.02869,-0.049508,-0.523653,7.466874,-15.056731,-2.656965,0.411268,-2.179502,-0.847414,1
292,'2025/11/30 17:25:44:232',1,-0.02869,-0.049508,-0.523653,7.466874,-15.056731,-2.656965,0.411268,-2.179502,-0.847414,1
293,'2025/11/30 17:25:44:249',1,-0.275978,-0.004952,-0.231609,7.517306,-14.524578,-3.100883,0.255384,-2.785151,-0.58885,1
294,'2025/11/30 17:25:44:263',1,-0.275978,-0.004952,-0.231609,7.517306,-14.524578,-3.100883,0.255384,-2.785151,-0.58885,1
295,'2025/11/30 17:25:44:282',1,-0.438224,0.064824,0.395731,4.319667,-12.878465,-3.604339,0.087641,3.062111,-0.461562,1
296,'2025/11/30 17:25:44:296',1,-0.438224,0.064824,0.395731,4.319667,-12.878465,-3.604339,0.087641,3.062111,-0.461562,1
297,'2025/11/30 17:25:44:313',1,-0.477946,0.127675,0.573381,-0.655419,-8.460142,-4.152345,-0.010936,2.673131,-0.340341,1
298,'2025/11/30 17:25:44:329',1,-0.477946,0.127675,0.573381,-0.655419,-8.460142,-4.152345,-0.010936,2.673131,-0.340341,1
299,'2025/11/30 17:25:44:347',1,0.155001,0.442089,0.606345,-3.777731,-4.149091,-2.639712,-0.006549,2.471597,-0.192857,1
300,'2025/11/30 17:25:44:364',1,0.155001,0.442089,0.606345,-3.777731,-4.149091,-2.639712,-0.006549,2.471597,-0.192857,1
301,'2025/11/30 17:25:44:380',1,-0.030912,0.728088,0.36367,-4.833607,-3.442025,-1.733601,0.047915,2.357941,-0.056629,1
302,'2025/11/30 17:25:44:397',1,-0.030912,0.728088,0.36367,-4.833607,-3.442025,-1.733601,0.047915,2.357941,-0.056629,1
303,'2025/11/30 17:25:44:413',1,0.138803,0.947006,0.248064,-5.936801,-2.211074,0.042604,0.144823,2.239911,0.102601,1
304,'2025/11/30 17:25:44:430',1,0.138803,0.947006,0.248064,-5.936801,-2.211074,0.042604,0.144823,2.239911,0.102601,1
305,'2025/11/30 17:25:44:446',1,0.067105,0.953845,0.169869,-7.320762,-1.310906,0.822871,0.294653,2.138984,0.290014,1
306,'2025/11/30 17:25:44:463',1,0.067105,0.953845,0.169869,-7.320762,-1.310906,0.822871,0.294653,2.138984,0.290014,1
307,'2025/11/30 17:25:44:481',1,0.089474,1.05797,0.008178,-7.718418,-1.119875,1.456873,0.435935,2.035301,0.482799,1
308,'2025/11/30 17:25:44:498',1,0.089474,1.05797,0.008178,-7.718418,-1.119875,1.456873,0.435935,2.035301,0.482799,1
309,'2025/11/30 17:25:44:513',1,0.363705,1.146753,-0.148335,-7.535425,-0.938093,2.923411,0.603428,1.872026,0.736189,1
310,'2025/11/30 17:25:44:529',1,0.363705,1.146753,-0.148335,-7.535425,-0.938093,2.923411,0.603428,1.872026,0.736189,1
311,'2025/11/30 17:25:44:547',1,0.477556,1.500343,0.026417,-8.768107,-0.262266,5.154926,0.795016,1.63387,1.064316,1
312,'2025/11/30 17:25:44:564',1,0.477556,1.500343,0.026417,-8.768107,-0.262266,5.154926,0.795016,1.63387,1.064316,1
313,'2025/11/30 17:25:44:581',1,0.568403,1.772348,-0.019334,-10.235872,1.568863,6.803329,0.944423,1.290744,1.535656,1
314,'2025/11/30 17:25:44:597',1,0.568403,1.772348,-0.019334,-10.235872,1.568863,6.803329,0.944423,1.290744,1.535656,1
315,'2025/11/30 17:25:44:616',1,0.796426,2.365653,-0.085983,-11.468799,2.079872,8.760846,0.961542,0.681803,2.358504,1
316,'2025/11/30 17:25:44:629',1,0.796426,2.365653,-0.085983,-11.468799,2.079872,8.760846,0.961542,0.681803,2.358504,1
317,'2025/11/30 17:25:44:646',1,1.027147,2.66951,-0.364419,-10.188151,0.240972,11.407767,0.742936,0.166051,3.090049,1
318,'2025/11/30 17:25:44:664',1,1.027147,2.66951,-0.364419,-10.188151,0.240972,11.407767,0.742936,0.166051,3.090049,1
319,'2025/11/30 17:25:44:679',1,1.146239,3.436992,-1.159526,-6.945089,1.435652,16.197428,0.432497,-0.143461,-2.618082,1
320,'2025/11/30 17:25:44:696',1,1.146239,3.436992,-1.159526,-6.945089,1.435652,16.197428,0.432497,-0.143461,-2.618082,1
321,'2025/11/30 17:25:44:713',1,-0.306318,4.482417,-1.035691,-5.468161,3.245931,17.694328,0.154123,-0.209517,-2.120327,1
322,'2025/11/30 17:25:44:733',1,-0.306318,4.482417,-1.035691,-5.468161,3.245931,17.694328,0.154123,-0.209517,-2.120327,1
323,'2025/11/30 17:25:44:748',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
324,'2025/11/30 17:25:44:763',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
325,'2025/11/30 17:25:44:782',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
326,'2025/11/30 17:25:44:797',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
327,'2025/11/30 17:25:44:814',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
328,'2025/11/30 17:25:44:830',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
329,'2025/11/30 17:25:44:847',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
330,'2025/11/30 17:25:44:866',1,-2.347561,3.015735,-1.995561,2.14894,-3.376257,9.224192,-0.036153,-0.200136,-1.644441,1
331,'2025/11/30 17:25:44:880',1,-0.662031,-0.077066,0.119921,0.764266,-1.711892,-0.999845,0.031124,-0.541674,-1.280931,1
332,'2025/11/30 17:25:44:896',1,-0.662031,-0.077066,0.119921,0.764266,-1.711892,-0.999845,0.031124,-0.541674,-1.280931,1
333,'2025/11/30 17:25:44:915',1,-0.287265,0.046426,0.163298,-0.304247,0.359249,-0.786162,0.049101,-0.55645,-1.300284,1
334,'2025/11/30 17:25:44:931',1,-0.287265,0.046426,0.163298,-0.304247,0.359249,-0.786162,0.049101,-0.55645,-1.300284,1
335,'2025/11/30 17:25:44:948',1,-0.125628,0.028529,0.068756,-0.083566,-0.379443,-1.269956,0.058622,-0.549944,-1.335204,1
336,'2025/11/30 17:25:44:963',1,-0.125628,0.028529,0.068756,-0.083566,-0.379443,-1.269956,0.058622,-0.549944,-1.335204,1
337,'2025/11/30 17:25:44:980',1,0.147509,0.13714,0.077642,0.054097,-0.833569,-1.268502,0.084675,-0.571666,-1.374959,1
338,'2025/11/30 17:25:44:997',1,0.147509,0.13714,0.077642,0.054097,-0.833569,-1.268502,0.084675,-0.571666,-1.374959,1
339,'2025/11/30 17:25:45:015',1,0.255154,0.176833,0.047875,-0.157929,-0.499268,-0.581039,0.100832,-0.59213,-1.403355,1
340,'2025/11/30 17:25:45:029',1,0.255154,0.176833,0.047875,-0.157929,-0.499268,-0.581039,0.100832,-0.59213,-1.403355,1
341,'2025/11/30 17:25:45:047',1,0.132535,0.098457,-0.068875,-0.001328,-0.349265,-0.326966,0.105273,-0.603728,-1.415594,1
342,'2025/11/30 17:25:45:063',1,0.132535,0.098457,-0.068875,-0.001328,-0.349265,-0.326966,0.105273,-0.603728,-1.415594,1
343,'2025/11/30 17:25:45:079',1,0.025253,0.029101,-0.092583,0.292968,-0.299927,-0.251241,0.116477,-0.614918,-1.420578,1
344,'2025/11/30 17:25:45:096',1,0.025253,0.029101,-0.092583,0.292968,-0.299927,-0.251241,0.116477,-0.614918,-1.420578,1
345,'2025/11/30 17:25:45:114',1,-0.022558,0.004362,-0.083866,0.376478,-0.105845,-0.211175,0.129803,-0.621689,-1.420337,1
346,'2025/11/30 17:25:45:131',1,-0.022558,0.004362,-0.083866,0.376478,-0.105845,-0.211175,0.129803,-0.621689,-1.420337,1
347,'2025/11/30 17:25:45:147',1,-0.040015,-0.019586,-0.067562,0.458878,0.055884,-0.226561,0.144213,-0.622316,-1.418303,1
348,'2025/11/30 17:25:45:162',1,-0.040015,-0.019586,-0.067562,0.458878,0.055884,-0.226561,0.144213,-0.622316,-1.418303,1
349,'2025/11/30 17:25:45:182',1,-0.054137,-0.023909,-0.014059,0.474249,-0.081165,-0.271853,0.162149,-0.622869,-1.414645,1
350,'2025/11/30 17:25:45:196',1,-0.054137,-0.023909,-0.014059,0.474249,-0.081165,-0.271853,0.162149,-0.622869,-1.414645,1
351,'2025/11/30 17:25:45:214',1,-0.084774,-0.028848,-0.036307,0.555925,-0.191346,-0.468028,0.184198,-0.62843,-1.415459,1
352,'2025/11/30 17:25:45:230',1,-0.084774,-0.028848,-0.036307,0.555925,-0.191346,-0.468028,0.184198,-0.62843,-1.415459,1
353,'2025/11/30 17:25:45:248',1,-0.095107,-0.025417,-0.039733,0.660593,-0.155949,-0.598416,0.208793,-0.634165,-1.417977,1
354,'2025/11/30 17:25:45:263',1,-0.095107,-0.025417,-0.039733,0.660593,-0.155949,-0.598416,0.208793,-0.634165,-1.417977,1
355,'2025/11/30 17:25:45:281',1,-0.003543,0.033038,0.030614,0.492118,0.423156,-0.334045,0.235449,-0.628387,-1.419456,1
356,'2025/11/30 17:25:45:297',1,-0.003543,0.033038,0.030614,0.492118,0.423156,-0.334045,0.235449,-0.628387,-1.419456,1
357,'2025/11/30 17:25:45:313',1,-0.029405,0.026841,0.059432,0.409939,0.456236,-0.280868,0.253422,-0.611589,-1.41815,1
358,'2025/11/30 17:25:45:330',1,-0.029405,0.026841,0.059432,0.409939,0.456236,-0.280868,0.253422,-0.611589,-1.41815,1
359,'2025/11/30 17:25:45:347',1,-0.036157,0.035545,0.076504,0.369065,0.385811,-0.353728,0.268718,-0.599195,-1.41943,1
360,'2025/11/30 17:25:45:363',1,-0.036157,0.035545,0.076504,0.369065,0.385811,-0.353728,0.268718,-0.599195,-1.41943,1
361,'2025/11/30 17:25:50:966',2,-0.089234,-0.088066,0.109305,-0.463368,-0.692822,-0.427178,0.433116,-0.399244,-1.643094,2
362,'2025/11/30 17:25:50:980',2,-0.089234,-0.088066,0.109305,-0.463368,-0.692822,-0.427178,0.433116,-0.399244,-1.643094,2
363,'2025/11/30 17:25:50:999',2,-0.089234,-0.088066,0.109305,-0.463368,-0.692822,-0.427178,0.433116,-0.399244,-1.643094,2
364,'2025/11/30 17:25:51:014',2,-0.119462,-0.114415,0.193674,-0.576621,-1.667519,-0.599214,0.424462,-0.427832,-1.675253,2
365,'2025/11/30 17:25:51:029',2,-0.119462,-0.114415,0.193674,-0.576621,-1.667519,-0.599214,0.424462,-0.427832,-1.675253,2
366,'2025/11/30 17:25:51:048',2,-0.102492,-0.070013,0.129741,-1.174854,-2.342912,-0.710352,0.409773,-0.477215,-1.729278,2
367,'2025/11/30 17:25:51:064',2,-0.102492,-0.070013,0.129741,-1.174854,-2.342912,-0.710352,0.409773,-0.477215,-1.729278,2
368,'2025/11/30 17:25:51:081',2,-0.112024,0.032157,-0.171858,-1.133123,-1.927857,-0.122318,0.380917,-0.538775,-1.783712,2
369,'2025/11/30 17:25:51:097',2,-0.112024,0.032157,-0.171858,-1.133123,-1.927857,-0.122318,0.380917,-0.538775,-1.783712,2
370,'2025/11/30 17:25:51:114',2,-0.457301,-0.01283,-0.515615,-0.622782,-1.320121,0.139308,0.352372,-0.589237,-1.806071,2
371,'2025/11/30 17:25:51:133',2,-0.457301,-0.01283,-0.515615,-0.622782,-1.320121,0.139308,0.352372,-0.589237,-1.806071,2
372,'2025/11/30 17:25:51:147',2,-0.717137,-0.012165,-0.717551,0.46974,-2.017493,-0.804541,0.353066,-0.637003,-1.822429,2
373,'2025/11/30 17:25:51:164',2,-0.717137,-0.012165,-0.717551,0.46974,-2.017493,-0.804541,0.353066,-0.637003,-1.822429,2
374,'2025/11/30 17:25:51:182',2,-0.68443,0.12063,-0.946415,1.973164,-3.178916,-1.529383,0.403609,-0.713705,-1.827896,2
375,'2025/11/30 17:25:51:197',2,-0.68443,0.12063,-0.946415,1.973164,-3.178916,-1.529383,0.403609,-0.713705,-1.827896,2
