@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3}

@data
10953,'2025/11/30 17:33:19:016',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10954,'2025/11/30 17:33:19:033',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10955,'2025/11/30 17:33:19:050',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10956,'2025/11/30 17:33:19:066',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10957,'2025/11/30 17:33:19:083',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10958,'2025/11/30 17:33:19:100',55,0.040076,2.234754,0.505755,-12.924773,3.614501,-6.759951,0.987336,2.231829,2.970329,1
10959,'2025/11/30 17:33:19:115',55,0.687329,1.461979,0.584978,-10.418961,-0.259368,-2.575051,0.160822,1.163964,-1.21813,1
10960,'2025/11/30 17:33:19:133',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10961,'2025/11/30 17:33:19:150',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10962,'2025/11/30 17:33:19:167',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10963,'2025/11/30 17:33:19:183',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10964,'2025/11/30 17:33:19:200',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10965,'2025/11/30 17:33:19:216',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10966,'2025/11/30 17:33:19:234',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10967,'2025/11/30 17:33:19:250',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10968,'2025/11/30 17:33:19:266',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10969,'2025/11/30 17:33:19:283',55,0.741392,1.451515,0.659866,-9.110984,-3.678928,-0.13654,-0.034347,1.090509,-0.931449,1
10970,'2025/11/30 17:33:19:300',55,-0.82704,0.076627,-1.39587,4.351477,-2.076459,-0.727748,-0.235652,0.019804,-0.011036,1
10971,'2025/11/30 17:33:19:316',55,-0.82704,0.076627,-1.39587,4.351477,-2.076459,-0.727748,-0.235652,0.019804,-0.011036,1
10972,'2025/11/30 17:33:19:334',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10973,'2025/11/30 17:33:19:350',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10974,'2025/11/30 17:33:19:367',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10975,'2025/11/30 17:33:19:383',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10976,'2025/11/30 17:33:19:400',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10977,'2025/11/30 17:33:19:416',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10978,'2025/11/30 17:33:19:434',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10979,'2025/11/30 17:33:19:450',55,-0.2499,0.091739,0.503977,0.97791,0.57436,1.41842,-0.142847,0.020681,0.01149,1
10980,'2025/11/30 17:33:19:466',55,-0.077201,-0.077212,0.084984,-0.542022,-0.297405,-0.323799,-0.11236,-0.014935,0.005482,1
10981,'2025/11/30 17:33:19:483',55,-0.077201,-0.077212,0.084984,-0.542022,-0.297405,-0.323799,-0.11236,-0.014935,0.005482,1
10982,'2025/11/30 17:33:19:500',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10983,'2025/11/30 17:33:19:515',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10984,'2025/11/30 17:33:19:533',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10985,'2025/11/30 17:33:19:550',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10986,'2025/11/30 17:33:19:565',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10987,'2025/11/30 17:33:19:582',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10988,'2025/11/30 17:33:19:600',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10989,'2025/11/30 17:33:19:617',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10990,'2025/11/30 17:33:19:634',55,-0.050022,-0.025952,-0.081749,-0.108301,-0.558933,-0.403945,-0.121128,-0.031021,-0.006969,1
10991,'2025/11/30 17:33:19:649',55,0.028925,-0.033926,0.064919,0.103814,-0.081187,-0.214901,-0.113638,-0.033158,-0.035881,1
10992,'2025/11/30 17:33:19:667',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10993,'2025/11/30 17:33:19:683',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10994,'2025/11/30 17:33:19:699',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10995,'2025/11/30 17:33:19:717',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10996,'2025/11/30 17:33:19:733',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10997,'2025/11/30 17:33:19:749',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10998,'2025/11/30 17:33:19:766',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
10999,'2025/11/30 17:33:19:783',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
11000,'2025/11/30 17:33:19:800',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
11001,'2025/11/30 17:33:19:817',55,0.013916,-0.026735,0.075729,-0.062351,-0.035725,-0.028962,-0.112221,-0.036262,-0.0398,1
11002,'2025/11/30 17:33:19:833',55,-0.106564,-0.052895,-0.047787,-0.153832,-0.192301,-0.061366,-0.144523,-0.063219,-0.041895,1
11003,'2025/11/30 17:33:19:851',55,-0.106564,-0.052895,-0.047787,-0.153832,-0.192301,-0.061366,-0.144523,-0.063219,-0.041895,1
11004,'2025/11/30 17:33:19:865',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11005,'2025/11/30 17:33:19:884',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11006,'2025/11/30 17:33:19:900',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11007,'2025/11/30 17:33:19:917',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11008,'2025/11/30 17:33:19:933',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11009,'2025/11/30 17:33:19:950',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11010,'2025/11/30 17:33:19:967',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11011,'2025/11/30 17:33:19:983',55,-0.08398,-0.042598,-0.052289,-0.099974,-0.229002,-0.067347,-0.148705,-0.07192,-0.044847,1
11012,'2025/11/30 17:33:20:000',55,-0.046621,-0.017868,-0.05201,-0.130621,0.597933,-0.018784,-0.164498,-0.079815,-0.063212,1
11013,'2025/11/30 17:33:20:018',55,-0.046621,-0.017868,-0.05201,-0.130621,0.597933,-0.018784,-0.164498,-0.079815,-0.063212,1
11014,'2025/11/30 17:33:20:033',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11015,'2025/11/30 17:33:20:049',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11016,'2025/11/30 17:33:20:066',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11017,'2025/11/30 17:33:20:083',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11018,'2025/11/30 17:33:20:099',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11019,'2025/11/30 17:33:20:116',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11020,'2025/11/30 17:33:20:133',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11021,'2025/11/30 17:33:20:150',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11022,'2025/11/30 17:33:20:166',55,-0.080564,-0.035038,0.031047,0.059688,0.189062,-0.054295,-0.165724,-0.066157,-0.063881,1
11023,'2025/11/30 17:33:20:184',55,0.240954,0.187809,-0.087605,1.896149,-4.168252,0.629824,-0.100016,-0.259291,-0.069438,1
11024,'2025/11/30 17:33:20:200',55,0.115418,0.439381,-0.418576,4.083857,-6.997437,1.393563,-0.016674,-0.449273,-0.001221,1
11025,'2025/11/30 17:33:20:216',55,0.115418,0.439381,-0.418576,4.083857,-6.997437,1.393563,-0.016674,-0.449273,-0.001221,1
11026,'2025/11/30 17:33:20:234',55,0.115418,0.439381,-0.418576,4.083857,-6.997437,1.393563,-0.016674,-0.449273,-0.001221,1
11027,'2025/11/30 17:33:20:250',55,0.115418,0.439381,-0.418576,4.083857,-6.997437,1.393563,-0.016674,-0.449273,-0.001221,1
11028,'2025/11/30 17:33:20:266',55,0.115418,0.439381,-0.418576,4.083857,-6.997437,1.393563,-0.016674,-0.449273,-0.001221,1
11029,'2025/11/30 17:33:20:283',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11030,'2025/11/30 17:33:20:300',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11031,'2025/11/30 17:33:20:317',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11032,'2025/11/30 17:33:20:332',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11033,'2025/11/30 17:33:20:351',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11034,'2025/11/30 17:33:20:365',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11035,'2025/11/30 17:33:20:383',55,-0.801628,0.504161,-0.689677,9.530977,-10.577284,-0.879306,0.268942,-1.054234,0.365416,1
11036,'2025/11/30 17:33:20:399',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11037,'2025/11/30 17:33:20:416',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11038,'2025/11/30 17:33:20:433',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11039,'2025/11/30 17:33:20:450',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11040,'2025/11/30 17:33:20:466',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11041,'2025/11/30 17:33:20:483',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11042,'2025/11/30 17:33:20:501',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11043,'2025/11/30 17:33:20:517',55,-0.251194,0.350762,-0.221845,5.911592,-11.20759,-6.852364,0.074968,2.968987,1.565914,1
11044,'2025/11/30 17:33:20:532',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11045,'2025/11/30 17:33:20:550',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11046,'2025/11/30 17:33:20:566',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11047,'2025/11/30 17:33:20:583',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11048,'2025/11/30 17:33:20:600',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11049,'2025/11/30 17:33:20:617',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11050,'2025/11/30 17:33:20:634',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11051,'2025/11/30 17:33:20:650',55,-0.307331,0.772136,-0.141527,-5.831536,-4.044648,1.760452,0.1085,2.495885,1.867924,1
11052,'2025/11/30 17:33:20:668',55,0.259897,2.054139,0.117537,-13.328565,-0.337364,1.378627,0.815843,1.286992,-2.716032,1
11053,'2025/11/30 17:33:20:684',55,0.259897,2.054139,0.117537,-13.328565,-0.337364,1.378627,0.815843,1.286992,-2.716032,1
11054,'2025/11/30 17:33:20:700',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11055,'2025/11/30 17:33:20:716',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11056,'2025/11/30 17:33:20:733',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11057,'2025/11/30 17:33:20:750',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11058,'2025/11/30 17:33:20:766',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11059,'2025/11/30 17:33:20:784',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11060,'2025/11/30 17:33:20:800',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11061,'2025/11/30 17:33:20:816',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11062,'2025/11/30 17:33:20:833',55,1.167146,2.258013,-0.475931,-11.964854,-2.69308,3.609037,0.653678,0.83415,-2.121706,1
11063,'2025/11/30 17:33:20:849',55,-6.749777,2.125978,-1.276716,-10.392673,9.934658,2.912091,-0.03504,0.078872,0.202504,1
11064,'2025/11/30 17:33:20:866',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11065,'2025/11/30 17:33:20:881',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11066,'2025/11/30 17:33:20:900',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11067,'2025/11/30 17:33:20:916',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11068,'2025/11/30 17:33:20:933',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11069,'2025/11/30 17:33:20:950',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11070,'2025/11/30 17:33:20:965',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11071,'2025/11/30 17:33:20:983',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11072,'2025/11/30 17:33:21:000',55,-1.590422,0.211452,-2.94314,4.249382,-13.702019,-4.797284,-0.079051,-0.110017,0.151277,1
11073,'2025/11/30 17:33:21:015',55,-0.133321,0.040914,0.146791,1.41698,-0.814772,-0.507052,0.077644,-0.254673,0.196885,1
11074,'2025/11/30 17:33:21:033',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11075,'2025/11/30 17:33:21:050',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11076,'2025/11/30 17:33:21:067',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11077,'2025/11/30 17:33:21:083',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11078,'2025/11/30 17:33:21:100',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11079,'2025/11/30 17:33:21:116',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11080,'2025/11/30 17:33:21:133',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11081,'2025/11/30 17:33:21:151',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11082,'2025/11/30 17:33:21:166',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11083,'2025/11/30 17:33:21:183',55,-0.047335,0.029947,0.411956,-0.287448,0.868762,0.319601,0.096641,-0.248222,0.201489,1
11084,'2025/11/30 17:33:21:200',55,-0.157059,0.002612,-0.08391,0.05162,-0.144242,0.037321,0.066122,-0.239007,0.183734,1
11085,'2025/11/30 17:33:21:215',55,-0.157059,0.002612,-0.08391,0.05162,-0.144242,0.037321,0.066122,-0.239007,0.183734,1
11086,'2025/11/30 17:33:21:233',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11087,'2025/11/30 17:33:21:249',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11088,'2025/11/30 17:33:21:265',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11089,'2025/11/30 17:33:21:283',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11090,'2025/11/30 17:33:21:299',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11091,'2025/11/30 17:33:21:316',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11092,'2025/11/30 17:33:21:332',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11093,'2025/11/30 17:33:21:350',55,-0.150975,-0.017318,-0.088058,0.332366,-0.039059,-0.006656,0.072728,-0.242644,0.186318,1
11094,'2025/11/30 17:33:21:366',55,-0.084213,-0.028229,0.118097,-0.033629,0.410379,-0.081108,0.099943,-0.232486,0.18051,1
11095,'2025/11/30 17:33:21:383',55,-0.084213,-0.028229,0.118097,-0.033629,0.410379,-0.081108,0.099943,-0.232486,0.18051,1
11096,'2025/11/30 17:33:21:400',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11097,'2025/11/30 17:33:21:416',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11098,'2025/11/30 17:33:21:433',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11099,'2025/11/30 17:33:21:450',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11100,'2025/11/30 17:33:21:467',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11101,'2025/11/30 17:33:21:483',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11102,'2025/11/30 17:33:21:501',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11103,'2025/11/30 17:33:21:518',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11104,'2025/11/30 17:33:21:534',55,-0.109852,0.002318,0.139745,-0.196234,0.704151,-0.19607,0.097167,-0.212455,0.175081,1
11105,'2025/11/30 17:33:21:550',55,-0.175897,-0.054253,-0.032627,-0.387868,0.139863,0.031271,0.054187,-0.151348,0.163289,1
11106,'2025/11/30 17:33:21:567',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11107,'2025/11/30 17:33:21:583',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11108,'2025/11/30 17:33:21:600',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11109,'2025/11/30 17:33:21:616',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11110,'2025/11/30 17:33:21:634',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11111,'2025/11/30 17:33:21:651',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11112,'2025/11/30 17:33:21:666',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11113,'2025/11/30 17:33:21:684',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11114,'2025/11/30 17:33:21:700',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11115,'2025/11/30 17:33:21:716',55,-0.194345,-0.067365,-0.084925,-0.167178,-0.045747,-0.094472,0.045184,-0.150167,0.160781,1
11116,'2025/11/30 17:33:21:733',55,-0.186759,0.110213,-0.032839,0.656425,-1.191108,-1.034599,0.05068,-0.183429,0.107252,1
11117,'2025/11/30 17:33:21:750',55,-0.186759,0.110213,-0.032839,0.656425,-1.191108,-1.034599,0.05068,-0.183429,0.107252,1
11118,'2025/11/30 17:33:21:766',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11119,'2025/11/30 17:33:21:783',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11120,'2025/11/30 17:33:21:800',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11121,'2025/11/30 17:33:21:816',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11122,'2025/11/30 17:33:21:834',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11123,'2025/11/30 17:33:21:850',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11124,'2025/11/30 17:33:21:866',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11125,'2025/11/30 17:33:21:884',55,-0.173548,0.230806,-0.086691,1.063161,-1.107396,-1.598502,0.091069,-0.225258,0.067199,1
11126,'2025/11/30 17:33:21:899',55,-0.014618,0.121243,0.152284,1.071858,0.8238,-0.843688,0.302934,-0.217205,-0.095143,1
11127,'2025/11/30 17:33:21:916',55,-0.014618,0.121243,0.152284,1.071858,0.8238,-0.843688,0.302934,-0.217205,-0.095143,1
11128,'2025/11/30 17:33:21:933',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11129,'2025/11/30 17:33:21:949',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11130,'2025/11/30 17:33:21:968',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11131,'2025/11/30 17:33:21:982',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11132,'2025/11/30 17:33:21:999',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11133,'2025/11/30 17:33:22:016',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11134,'2025/11/30 17:33:22:033',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11135,'2025/11/30 17:33:22:050',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11136,'2025/11/30 17:33:22:066',55,-0.03381,-0.100684,0.182947,0.764234,0.794636,-0.869946,0.333535,-0.184039,-0.116683,1
11137,'2025/11/30 17:33:22:085',55,0.107908,-0.23033,0.165384,0.856271,-0.154306,-0.414839,0.365475,-0.166066,-0.13587,1
11138,'2025/11/30 17:33:22:100',55,-0.242816,-0.15321,-0.242654,0.149642,-0.138922,-0.062543,0.388025,-0.214364,-0.122431,1
11139,'2025/11/30 17:33:22:117',55,-0.242816,-0.15321,-0.242654,0.149642,-0.138922,-0.062543,0.388025,-0.214364,-0.122431,1
11140,'2025/11/30 17:33:22:133',55,-0.242816,-0.15321,-0.242654,0.149642,-0.138922,-0.062543,0.388025,-0.214364,-0.122431,1
