@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute drumOut-1 numeric

@data
537,'2025/12/01 11:22:13:815',2,0.043542,0.012131,0.033916,0.134334,-0.958558,-0.08979,0.132806,-0.01585,3.075243,0.25
538,'2025/12/01 11:22:13:835',2,0.043542,0.012131,0.033916,0.134334,-0.958558,-0.08979,0.132806,-0.01585,3.075243,0.25
539,'2025/12/01 11:22:13:852',2,0.110103,0.057192,-0.029599,0.902311,-2.882608,-0.14597,0.149129,-0.080411,3.071651,0.25
540,'2025/12/01 11:22:13:867',2,0.110103,0.057192,-0.029599,0.902311,-2.882608,-0.14597,0.149129,-0.080411,3.071651,0.25
541,'2025/12/01 11:22:13:882',2,0.110103,0.057192,-0.029599,0.902311,-2.882608,-0.14597,0.149129,-0.080411,3.071651,0.25
542,'2025/12/01 11:22:13:903',2,0.110103,0.057192,-0.029599,0.902311,-2.882608,-0.14597,0.149129,-0.080411,3.071651,0.25
543,'2025/12/01 11:22:13:917',2,0.17536,0.103038,-0.118224,1.582455,-3.975934,0.005941,0.187323,-0.186994,3.073921,0.25
544,'2025/12/01 11:22:13:934',2,0.17536,0.103038,-0.118224,1.582455,-3.975934,0.005941,0.187323,-0.186994,3.073921,0.25
545,'2025/12/01 11:22:13:949',2,0.17292,0.1988,-0.36234,3.909013,-7.243948,0.457231,0.33097,-0.557184,-3.113727,0.25
546,'2025/12/01 11:22:13:965',2,0.17292,0.1988,-0.36234,3.909013,-7.243948,0.457231,0.33097,-0.557184,-3.113727,0.25
547,'2025/12/01 11:22:13:986',2,0.047602,0.157646,-0.513381,5.777446,-9.729566,-0.328745,0.440812,-0.856424,-3.009166,0.25
548,'2025/12/01 11:22:13:999',2,0.047602,0.157646,-0.513381,5.777446,-9.729566,-0.328745,0.440812,-0.856424,-3.009166,0.25
549,'2025/12/01 11:22:14:015',2,-0.072255,0.062056,-0.446109,6.673121,-9.866275,-1.083035,0.565034,-1.308712,-2.799976,0.25
550,'2025/12/01 11:22:14:035',2,-0.072255,0.062056,-0.446109,6.673121,-9.866275,-1.083035,0.565034,-1.308712,-2.799976,0.25
551,'2025/12/01 11:22:14:051',2,-0.340863,-0.014776,-0.329834,6.79115,-9.465751,-2.466777,0.62765,-1.804357,-2.515108,0.25
552,'2025/12/01 11:22:14:066',2,-0.340863,-0.014776,-0.329834,6.79115,-9.465751,-2.466777,0.62765,-1.804357,-2.515108,0.25
553,'2025/12/01 11:22:14:082',2,-0.253834,0.069641,-0.138948,6.46761,-9.706687,-3.407988,0.621543,-2.251988,-2.243929,0.25
554,'2025/12/01 11:22:14:101',2,-0.253834,0.069641,-0.138948,6.46761,-9.706687,-3.407988,0.621543,-2.251988,-2.243929,0.25
555,'2025/12/01 11:22:14:118',2,-0.022183,0.191748,0.347361,4.177883,-8.804957,-3.376476,0.542404,-2.719196,-1.990607,0.25
556,'2025/12/01 11:22:14:132',2,-0.022183,0.191748,0.347361,4.177883,-8.804957,-3.376476,0.542404,-2.719196,-1.990607,0.25
557,'2025/12/01 11:22:14:152',2,-0.022183,0.191748,0.347361,4.177883,-8.804957,-3.376476,0.542404,-2.719196,-1.990607,0.25
558,'2025/12/01 11:22:14:166',2,-0.360041,0.094288,0.362688,1.456069,-7.123445,-4.215117,0.479193,-3.081021,-1.819246,0.25
559,'2025/12/01 11:22:14:186',2,-0.360041,0.094288,0.362688,1.456069,-7.123445,-4.215117,0.479193,-3.081021,-1.819246,0.25
560,'2025/12/01 11:22:14:200',2,-0.360041,0.094288,0.362688,1.456069,-7.123445,-4.215117,0.479193,-3.081021,-1.819246,0.25
561,'2025/12/01 11:22:14:220',2,-0.360041,0.094288,0.362688,1.456069,-7.123445,-4.215117,0.479193,-3.081021,-1.819246,0.25
562,'2025/12/01 11:22:14:235',2,0.230483,0.321594,0.268316,-1.49876,-3.708746,-2.328333,0.445972,2.732738,-1.543113,0.25
563,'2025/12/01 11:22:14:250',2,0.182853,0.372782,0.428206,-3.377932,-2.232412,-1.193582,0.492903,2.582377,-1.440873,0.25
564,'2025/12/01 11:22:14:267',2,0.182853,0.372782,0.428206,-3.377932,-2.232412,-1.193582,0.492903,2.582377,-1.440873,0.25
565,'2025/12/01 11:22:14:285',2,0.182853,0.372782,0.428206,-3.377932,-2.232412,-1.193582,0.492903,2.582377,-1.440873,0.25
566,'2025/12/01 11:22:14:301',2,-0.023488,0.467175,0.352991,-4.373907,-1.729924,-1.104417,0.570389,2.469462,-1.330179,0.25
567,'2025/12/01 11:22:14:317',2,-0.023488,0.467175,0.352991,-4.373907,-1.729924,-1.104417,0.570389,2.469462,-1.330179,0.25
568,'2025/12/01 11:22:14:335',2,-0.023488,0.467175,0.352991,-4.373907,-1.729924,-1.104417,0.570389,2.469462,-1.330179,0.25
569,'2025/12/01 11:22:14:352',2,0.037749,0.570802,0.140898,-5.627959,-1.09631,-0.595531,0.756321,2.132114,-0.945749,0.25
570,'2025/12/01 11:22:14:365',2,0.037749,0.570802,0.140898,-5.627959,-1.09631,-0.595531,0.756321,2.132114,-0.945749,0.25
571,'2025/12/01 11:22:14:385',2,0.141215,0.643253,0.021994,-5.848269,-1.034872,0.013053,0.824885,1.940135,-0.721084,0.25
572,'2025/12/01 11:22:14:401',2,0.141215,0.643253,0.021994,-5.848269,-1.034872,0.013053,0.824885,1.940135,-0.721084,0.25
573,'2025/12/01 11:22:14:417',2,0.352093,0.775824,-0.008647,-6.319747,-0.458103,1.573749,0.898977,1.6766,-0.413611,0.25
574,'2025/12/01 11:22:14:432',2,0.352093,0.775824,-0.008647,-6.319747,-0.458103,1.573749,0.898977,1.6766,-0.413611,0.25
575,'2025/12/01 11:22:14:452',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
576,'2025/12/01 11:22:14:467',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
577,'2025/12/01 11:22:14:486',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
578,'2025/12/01 11:22:14:499',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
579,'2025/12/01 11:22:14:518',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
580,'2025/12/01 11:22:14:534',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
581,'2025/12/01 11:22:14:551',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
582,'2025/12/01 11:22:14:567',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
583,'2025/12/01 11:22:14:583',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
584,'2025/12/01 11:22:14:602',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
585,'2025/12/01 11:22:14:618',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
586,'2025/12/01 11:22:14:632',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
587,'2025/12/01 11:22:14:649',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
588,'2025/12/01 11:22:14:666',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
589,'2025/12/01 11:22:14:684',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
590,'2025/12/01 11:22:14:701',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
591,'2025/12/01 11:22:14:718',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
592,'2025/12/01 11:22:14:733',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
593,'2025/12/01 11:22:14:750',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
594,'2025/12/01 11:22:14:767',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
595,'2025/12/01 11:22:14:785',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
596,'2025/12/01 11:22:14:799',2,0.484721,1.041087,0.048832,-7.865691,1.074378,3.598493,0.977245,1.345844,0.009086,0.25
597,'2025/12/01 11:22:14:819',2,-0.078554,0.062777,0.096756,0.405189,0.025317,-0.989961,0.103305,0.132178,-3.014826,0.25
598,'2025/12/01 11:22:14:834',2,-0.078554,0.062777,0.096756,0.405189,0.025317,-0.989961,0.103305,0.132178,-3.014826,0.25
599,'2025/12/01 11:22:14:851',2,0.058718,0.081938,0.09609,0.124573,-0.072357,-0.588885,0.106324,0.137109,-3.04206,0.25
600,'2025/12/01 11:22:14:866',2,0.058718,0.081938,0.09609,0.124573,-0.072357,-0.588885,0.106324,0.137109,-3.04206,0.25
601,'2025/12/01 11:22:14:884',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
602,'2025/12/01 11:22:14:901',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
603,'2025/12/01 11:22:14:918',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
604,'2025/12/01 11:22:14:933',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
605,'2025/12/01 11:22:14:952',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
606,'2025/12/01 11:22:14:966',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
607,'2025/12/01 11:22:14:986',2,0.085491,0.076636,0.104084,0.084774,-0.409562,-0.380328,0.108941,0.130417,-3.06033,0.25
608,'2025/12/01 11:22:15:001',2,-0.032816,-0.01521,-0.025601,-0.005895,-0.188841,-0.047716,0.09987,0.110017,-3.068625,0.25
609,'2025/12/01 11:22:15:018',2,-0.021563,-0.012086,-0.015392,-0.131786,-0.002083,-0.003425,0.098455,0.105752,-3.070242,0.25
610,'2025/12/01 11:22:15:034',2,-0.021563,-0.012086,-0.015392,-0.131786,-0.002083,-0.003425,0.098455,0.105752,-3.070242,0.25
611,'2025/12/01 11:22:15:052',2,-0.016919,-0.01127,-0.069262,-0.068392,0.037126,0.07613,0.094661,0.106802,-3.068274,0.25
612,'2025/12/01 11:22:15:066',2,-0.016919,-0.01127,-0.069262,-0.068392,0.037126,0.07613,0.094661,0.106802,-3.068274,0.25
613,'2025/12/01 11:22:15:083',2,-0.052827,-0.003567,-0.079209,0.170871,-0.058656,0.049164,0.097662,0.106097,-3.066262,0.25
614,'2025/12/01 11:22:15:101',2,-0.052827,-0.003567,-0.079209,0.170871,-0.058656,0.049164,0.097662,0.106097,-3.066262,0.25
615,'2025/12/01 11:22:15:117',2,-0.048534,0.004531,-0.037691,0.113931,0.031691,0.044513,0.102856,0.104666,-3.065404,0.25
616,'2025/12/01 11:22:15:135',2,-0.048534,0.004531,-0.037691,0.113931,0.031691,0.044513,0.102856,0.104666,-3.065404,0.25
617,'2025/12/01 11:22:15:151',2,-0.040384,0.009937,-0.030066,0.124852,0.046939,0.06967,0.10616,0.106537,-3.063861,0.25
618,'2025/12/01 11:22:15:168',2,-0.040384,0.009937,-0.030066,0.124852,0.046939,0.06967,0.10616,0.106537,-3.063861,0.25
619,'2025/12/01 11:22:15:185',2,-0.061985,0.00025,-0.001465,0.145523,-0.008112,0.013126,0.111258,0.106329,-3.062767,0.25
620,'2025/12/01 11:22:15:201',2,-0.061985,0.00025,-0.001465,0.145523,-0.008112,0.013126,0.111258,0.106329,-3.062767,0.25
621,'2025/12/01 11:22:15:215',2,-0.04747,0.012198,0.032495,0.073368,-0.041712,0.002328,0.114806,0.105642,-3.063125,0.25
622,'2025/12/01 11:22:15:237',2,-0.051765,0.010913,0.018605,0.04947,-0.008896,-0.001316,0.116677,0.104946,-3.063224,0.25
623,'2025/12/01 11:22:15:251',2,-0.051765,0.010913,0.018605,0.04947,-0.008896,-0.001316,0.116677,0.104946,-3.063224,0.25
624,'2025/12/01 11:22:15:267',2,-0.051765,0.010913,0.018605,0.04947,-0.008896,-0.001316,0.116677,0.104946,-3.063224,0.25
625,'2025/12/01 11:22:15:285',2,-0.049131,0.008773,0.030435,0.008686,-0.040766,-0.015457,0.11764,0.104115,-3.063732,0.25
626,'2025/12/01 11:22:15:301',2,-0.049131,0.008773,0.030435,0.008686,-0.040766,-0.015457,0.11764,0.104115,-3.063732,0.25
627,'2025/12/01 11:22:15:315',2,-0.039213,0.005354,0.028269,-0.008238,-0.090821,-0.019311,0.117594,0.102075,-3.06424,0.25
628,'2025/12/01 11:22:15:334',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
629,'2025/12/01 11:22:15:352',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
630,'2025/12/01 11:22:15:366',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
631,'2025/12/01 11:22:15:382',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
632,'2025/12/01 11:22:15:402',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
633,'2025/12/01 11:22:15:416',2,-0.039787,0.001878,0.031068,-0.093388,-0.0778,-0.013137,0.116183,0.09952,-3.064675,0.25
634,'2025/12/01 11:22:15:433',2,-0.052587,-0.003062,-0.028021,0.021698,-0.120559,0.002014,0.11247,0.09298,-3.063835,0.25
635,'2025/12/01 11:22:15:452',2,-0.058665,-0.003081,-0.008275,-0.016342,-0.082919,-0.026974,0.112359,0.090086,-3.064228,0.25
636,'2025/12/01 11:22:15:466',2,-0.058665,-0.003081,-0.008275,-0.016342,-0.082919,-0.026974,0.112359,0.090086,-3.064228,0.25
637,'2025/12/01 11:22:15:482',2,-0.057253,-0.004816,-0.017631,-0.007374,-0.066051,-0.080673,0.11178,0.087728,-3.066145,0.25
638,'2025/12/01 11:22:15:499',2,-0.057253,-0.004816,-0.017631,-0.007374,-0.066051,-0.080673,0.11178,0.087728,-3.066145,0.25
639,'2025/12/01 11:22:15:519',2,-0.043101,0.004051,-0.009488,0.017827,-0.116205,-0.088355,0.111951,0.085071,-3.069309,0.25
640,'2025/12/01 11:22:15:532',2,-0.043101,0.004051,-0.009488,0.017827,-0.116205,-0.088355,0.111951,0.085071,-3.069309,0.25
641,'2025/12/01 11:22:15:549',2,-0.036604,0.006752,-0.002114,0.003303,-0.196542,-0.091248,0.111997,0.081269,-3.071893,0.25
642,'2025/12/01 11:22:15:570',2,-0.01792,0.036421,-0.068544,0.43483,-1.327071,-0.295774,0.11638,0.060926,-3.078056,0.25
643,'2025/12/01 11:22:15:584',2,-0.01792,0.036421,-0.068544,0.43483,-1.327071,-0.295774,0.11638,0.060926,-3.078056,0.25
644,'2025/12/01 11:22:15:601',2,-0.01792,0.036421,-0.068544,0.43483,-1.327071,-0.295774,0.11638,0.060926,-3.078056,0.25
645,'2025/12/01 11:22:15:617',2,-0.01792,0.036421,-0.068544,0.43483,-1.327071,-0.295774,0.11638,0.060926,-3.078056,0.25
646,'2025/12/01 11:22:15:634',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
647,'2025/12/01 11:22:15:652',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
648,'2025/12/01 11:22:15:669',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
649,'2025/12/01 11:22:15:683',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
650,'2025/12/01 11:22:15:702',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
651,'2025/12/01 11:22:15:716',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
652,'2025/12/01 11:22:15:732',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
653,'2025/12/01 11:22:15:751',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
654,'2025/12/01 11:22:15:768',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
655,'2025/12/01 11:22:15:784',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
656,'2025/12/01 11:22:15:802',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
657,'2025/12/01 11:22:15:816',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
658,'2025/12/01 11:22:15:836',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
659,'2025/12/01 11:22:15:851',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
660,'2025/12/01 11:22:15:868',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
661,'2025/12/01 11:22:15:885',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
662,'2025/12/01 11:22:15:902',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
663,'2025/12/01 11:22:15:918',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
664,'2025/12/01 11:22:15:935',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
665,'2025/12/01 11:22:15:952',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
666,'2025/12/01 11:22:15:966',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
667,'2025/12/01 11:22:15:983',2,0.06555,0.089427,-0.216769,2.183469,-4.892112,-0.85083,0.157413,-0.039266,-3.098486,0.25
668,'2025/12/01 11:22:16:001',2,-0.020237,0.593965,0.429449,-5.550459,-1.442858,-0.447432,0.558025,2.574522,-1.244765,0.25
669,'2025/12/01 11:22:16:016',2,-0.020237,0.593965,0.429449,-5.550459,-1.442858,-0.447432,0.558025,2.574522,-1.244765,0.25
670,'2025/12/01 11:22:16:036',2,-0.020237,0.593965,0.429449,-5.550459,-1.442858,-0.447432,0.558025,2.574522,-1.244765,0.25
671,'2025/12/01 11:22:16:050',2,-0.084891,0.576977,0.061764,-6.166739,-0.716694,-0.752216,0.713228,2.432009,-1.068562,0.25
672,'2025/12/01 11:22:16:067',2,-0.084891,0.576977,0.061764,-6.166739,-0.716694,-0.752216,0.713228,2.432009,-1.068562,0.25
673,'2025/12/01 11:22:16:083',2,0.015817,0.480858,-0.032837,-5.699683,-1.07168,-0.690118,0.838802,2.234521,-0.831091,0.25
674,'2025/12/01 11:22:16:102',2,0.015817,0.480858,-0.032837,-5.699683,-1.07168,-0.690118,0.838802,2.234521,-0.831091,0.25
675,'2025/12/01 11:22:16:117',2,0.103439,0.476824,-0.081012,-5.338366,-1.230368,-0.198324,0.914293,2.022508,-0.601953,0.25
676,'2025/12/01 11:22:16:132',2,0.103439,0.476824,-0.081012,-5.338366,-1.230368,-0.198324,0.914293,2.022508,-0.601953,0.25
677,'2025/12/01 11:22:16:151',2,0.213036,0.575791,-0.001751,-5.750723,-0.357694,0.619514,0.979057,1.743185,-0.294122,0.25
678,'2025/12/01 11:22:16:170',2,0.213036,0.575791,-0.001751,-5.750723,-0.357694,0.619514,0.979057,1.743185,-0.294122,0.25
679,'2025/12/01 11:22:16:184',2,0.352984,0.709704,0.022446,-6.359023,0.428317,1.812105,1.021267,1.409974,0.102711,0.25
680,'2025/12/01 11:22:16:201',2,0.352984,0.709704,0.022446,-6.359023,0.428317,1.812105,1.021267,1.409974,0.102711,0.25
681,'2025/12/01 11:22:16:216',2,0.537569,0.766389,-0.065114,-6.563557,1.296747,3.318735,1.033005,1.091847,0.504161,0.25
682,'2025/12/01 11:22:16:233',2,0.537569,0.766389,-0.065114,-6.563557,1.296747,3.318735,1.033005,1.091847,0.504161,0.25
683,'2025/12/01 11:22:16:252',2,0.653593,1.023675,0.042265,-7.812999,2.85116,5.166062,0.992696,0.700474,1.045746,0.25
684,'2025/12/01 11:22:16:266',2,0.653593,1.023675,0.042265,-7.812999,2.85116,5.166062,0.992696,0.700474,1.045746,0.25
685,'2025/12/01 11:22:16:284',2,0.653593,1.023675,0.042265,-7.812999,2.85116,5.166062,0.992696,0.700474,1.045746,0.25
686,'2025/12/01 11:22:16:300',2,1.234856,1.846358,-0.154296,-9.444732,2.829334,10.242871,0.614502,0.186229,2.053685,0.25
687,'2025/12/01 11:22:16:316',2,1.234856,1.846358,-0.154296,-9.444732,2.829334,10.242871,0.614502,0.186229,2.053685,0.25
688,'2025/12/01 11:22:16:335',2,1.234856,1.846358,-0.154296,-9.444732,2.829334,10.242871,0.614502,0.186229,2.053685,0.25
689,'2025/12/01 11:22:16:350',2,1.234856,1.846358,-0.154296,-9.444732,2.829334,10.242871,0.614502,0.186229,2.053685,0.25
690,'2025/12/01 11:22:16:370',2,1.234856,1.846358,-0.154296,-9.444732,2.829334,10.242871,0.614502,0.186229,2.053685,0.25
691,'2025/12/01 11:22:16:383',2,-0.856521,2.380016,-0.891171,-10.902184,7.764459,9.62781,0.013912,0.230857,3.029369,0.25
692,'2025/12/01 11:22:16:402',2,-0.856521,2.380016,-0.891171,-10.902184,7.764459,9.62781,0.013912,0.230857,3.029369,0.25
693,'2025/12/01 11:22:16:416',2,-1.445787,0.901931,-2.028,-1.493706,-3.350498,2.674605,-0.132699,0.326167,-3.015085,0.25
694,'2025/12/01 11:22:16:434',2,-1.445787,0.901931,-2.028,-1.493706,-3.350498,2.674605,-0.132699,0.326167,-3.015085,0.25
695,'2025/12/01 11:22:16:451',2,-0.938736,0.134545,-0.957905,1.722223,-2.798182,-0.518758,-0.077018,0.173143,-3.013494,0.25
696,'2025/12/01 11:22:16:466',2,-0.938736,0.134545,-0.957905,1.722223,-2.798182,-0.518758,-0.077018,0.173143,-3.013494,0.25
697,'2025/12/01 11:22:16:486',2,-0.938736,0.134545,-0.957905,1.722223,-2.798182,-0.518758,-0.077018,0.173143,-3.013494,0.25
698,'2025/12/01 11:22:16:501',2,-0.276485,-0.032611,-0.287504,-1.139799,1.108829,0.549984,-0.07582,0.162847,-3.011321,0.25
699,'2025/12/01 11:22:16:519',2,-0.511133,-0.05454,-0.634284,0.368025,0.176869,-0.290493,-0.091886,0.186362,-3.000916,0.25
700,'2025/12/01 11:22:16:534',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
701,'2025/12/01 11:22:16:549',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
702,'2025/12/01 11:22:16:567',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
703,'2025/12/01 11:22:16:586',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
704,'2025/12/01 11:22:16:601',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
705,'2025/12/01 11:22:16:616',2,-0.238069,0.071235,-0.224547,1.394814,-0.440204,-1.038649,-0.057749,0.172467,-3.0357,0.25
706,'2025/12/01 11:22:16:636',2,0.066857,0.040636,0.108568,0.282279,-0.402878,-0.041157,-0.008238,0.173303,-3.084132,0.25
707,'2025/12/01 11:22:16:651',2,0.066857,0.040636,0.108568,0.282279,-0.402878,-0.041157,-0.008238,0.173303,-3.084132,0.25
708,'2025/12/01 11:22:16:668',2,0.066857,0.040636,0.108568,0.282279,-0.402878,-0.041157,-0.008238,0.173303,-3.084132,0.25
709,'2025/12/01 11:22:16:685',2,0.050729,0.020335,0.08948,0.067516,-0.314986,0.146852,-0.002171,0.159774,-3.083702,0.25
710,'2025/12/01 11:22:16:701',2,0.050729,0.020335,0.08948,0.067516,-0.314986,0.146852,-0.002171,0.159774,-3.083702,0.25
711,'2025/12/01 11:22:16:716',2,-0.039077,-0.02862,0.026956,-0.030839,-0.097884,0.195867,-0.001063,0.152074,-3.076675,0.25
712,'2025/12/01 11:22:16:735',2,-0.039077,-0.02862,0.026956,-0.030839,-0.097884,0.195867,-0.001063,0.152074,-3.076675,0.25
713,'2025/12/01 11:22:16:751',2,-0.0612,-0.025651,0.017037,-0.015679,-0.165724,0.087633,-0.00142,0.149541,-3.072641,0.25
714,'2025/12/01 11:22:16:766',2,-0.0612,-0.025651,0.017037,-0.015679,-0.165724,0.087633,-0.00142,0.149541,-3.072641,0.25
715,'2025/12/01 11:22:16:785',2,-0.057399,-0.024722,-0.004322,0.069321,-0.3775,0.024081,0.000363,0.138576,-3.070836,0.25
716,'2025/12/01 11:22:16:801',2,-0.057399,-0.024722,-0.004322,0.069321,-0.3775,0.024081,0.000363,0.138576,-3.070836,0.25
717,'2025/12/01 11:22:16:818',2,-0.065606,-0.01567,-0.012928,-0.025768,-0.19929,0.034642,0.001435,0.129552,-3.070364,0.25
718,'2025/12/01 11:22:16:833',2,-0.065606,-0.01567,-0.012928,-0.025768,-0.19929,0.034642,0.001435,0.129552,-3.070364,0.25
719,'2025/12/01 11:22:16:852',2,-0.093837,-0.014795,-0.043825,-0.044319,-0.083319,0.019876,-0.000375,0.125585,-3.0686,0.25
720,'2025/12/01 11:22:16:867',2,-0.093837,-0.014795,-0.043825,-0.044319,-0.083319,0.019876,-0.000375,0.125585,-3.0686,0.25
721,'2025/12/01 11:22:16:884',2,-0.093837,-0.014795,-0.043825,-0.044319,-0.083319,0.019876,-0.000375,0.125585,-3.0686,0.25
722,'2025/12/01 11:22:16:903',2,-0.093837,-0.014795,-0.043825,-0.044319,-0.083319,0.019876,-0.000375,0.125585,-3.0686,0.25
723,'2025/12/01 11:22:16:917',2,-0.077488,0.001734,-0.019961,-0.066599,0.056885,-0.097692,-0.000387,0.123255,-3.073146,0.25
724,'2025/12/01 11:22:16:935',2,-0.077488,0.001734,-0.019961,-0.066599,0.056885,-0.097692,-0.000387,0.123255,-3.073146,0.25
