@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute drumOut-1 numeric

@data
13612,'2025/12/01 11:40:20:706',44,0.01108,0.000567,-0.010791,0.00793,-0.011904,-0.029,0.176485,-2.815268,-0.738177,0.75
13613,'2025/12/01 11:40:20:720',44,0.01108,0.000567,-0.010791,0.00793,-0.011904,-0.029,0.176485,-2.815268,-0.738177,0.75
13614,'2025/12/01 11:40:20:739',44,0.01108,0.000567,-0.010791,0.00793,-0.011904,-0.029,0.176485,-2.815268,-0.738177,0.75
13615,'2025/12/01 11:40:20:754',44,0.01108,0.000567,-0.010791,0.00793,-0.011904,-0.029,0.176485,-2.815268,-0.738177,0.75
13616,'2025/12/01 11:40:20:771',44,-0.001132,-0.002872,-0.003344,0.014609,-0.005622,-0.019161,0.17493,-2.815464,-0.736506,0.75
13617,'2025/12/01 11:40:20:789',44,-0.001132,-0.002872,-0.003344,0.014609,-0.005622,-0.019161,0.17493,-2.815464,-0.736506,0.75
13618,'2025/12/01 11:40:20:805',44,-0.001132,-0.002872,-0.003344,0.014609,-0.005622,-0.019161,0.17493,-2.815464,-0.736506,0.75
13619,'2025/12/01 11:40:20:820',44,-0.005814,-0.000596,0.003613,-0.014358,-0.013821,-0.036446,0.175459,-2.815938,-0.735753,0.75
13620,'2025/12/01 11:40:20:839',44,-0.005814,-0.000596,0.003613,-0.014358,-0.013821,-0.036446,0.175459,-2.815938,-0.735753,0.75
13621,'2025/12/01 11:40:20:853',44,0.005372,-0.003511,-0.019317,0.063129,0.000499,-0.057936,0.175086,-2.815779,-0.732211,0.75
13622,'2025/12/01 11:40:20:872',44,0.005372,-0.003511,-0.019317,0.063129,0.000499,-0.057936,0.175086,-2.815779,-0.732211,0.75
13623,'2025/12/01 11:40:20:889',44,0.005372,-0.003511,-0.019317,0.063129,0.000499,-0.057936,0.175086,-2.815779,-0.732211,0.75
13624,'2025/12/01 11:40:20:904',44,0.005372,-0.003511,-0.019317,0.063129,0.000499,-0.057936,0.175086,-2.815779,-0.732211,0.75
13625,'2025/12/01 11:40:20:922',44,0.005372,-0.003511,-0.019317,0.063129,0.000499,-0.057936,0.175086,-2.815779,-0.732211,0.75
13626,'2025/12/01 11:40:20:938',44,0.01583,0.006501,0.004263,-0.017118,-0.002684,-0.001934,0.1747,-2.816531,-0.729594,0.75
13627,'2025/12/01 11:40:20:955',44,0.01583,0.006501,0.004263,-0.017118,-0.002684,-0.001934,0.1747,-2.816531,-0.729594,0.75
13628,'2025/12/01 11:40:20:970',44,0.008418,0.000113,-0.011948,0.000904,0.005403,0.011135,0.174738,-2.816231,-0.729946,0.75
13629,'2025/12/01 11:40:20:988',44,0.008418,0.000113,-0.011948,0.000904,0.005403,0.011135,0.174738,-2.816231,-0.729946,0.75
13630,'2025/12/01 11:40:21:006',44,-0.005443,-0.007466,-0.010936,-0.005039,0.029288,0.000248,0.17485,-2.815838,-0.730137,0.75
13631,'2025/12/01 11:40:21:020',44,-0.005443,-0.007466,-0.010936,-0.005039,0.029288,0.000248,0.17485,-2.815838,-0.730137,0.75
13632,'2025/12/01 11:40:21:037',44,-0.005267,-0.006352,-0.023097,0.0551,0.011125,0.001489,0.174014,-2.815012,-0.729988,0.75
13633,'2025/12/01 11:40:21:056',44,-0.005267,-0.006352,-0.023097,0.0551,0.011125,0.001489,0.174014,-2.815012,-0.729988,0.75
13634,'2025/12/01 11:40:21:072',44,-0.011955,-0.008047,0.012325,0.031848,0.00026,-0.031994,0.172541,-2.814957,-0.72912,0.75
13635,'2025/12/01 11:40:21:087',44,-0.011955,-0.008047,0.012325,0.031848,0.00026,-0.031994,0.172541,-2.814957,-0.72912,0.75
13636,'2025/12/01 11:40:21:106',44,0.004734,-0.005296,0.010646,-0.012002,0.008009,-0.018549,0.172608,-2.814223,-0.728438,0.75
13637,'2025/12/01 11:40:21:122',44,0.004734,-0.005296,0.010646,-0.012002,0.008009,-0.018549,0.172608,-2.814223,-0.728438,0.75
13638,'2025/12/01 11:40:21:138',44,0.004734,-0.005296,0.010646,-0.012002,0.008009,-0.018549,0.172608,-2.814223,-0.728438,0.75
13639,'2025/12/01 11:40:21:155',44,0.009709,-0.004796,0.001194,-0.019275,-0.003285,-0.012532,0.173162,-2.814237,-0.728145,0.75
13640,'2025/12/01 11:40:21:171',44,0.009709,-0.004796,0.001194,-0.019275,-0.003285,-0.012532,0.173162,-2.814237,-0.728145,0.75
13641,'2025/12/01 11:40:21:188',44,0.005093,-0.004389,0.005225,0.009798,-0.007613,-0.000163,0.172645,-2.814784,-0.727922,0.75
13642,'2025/12/01 11:40:21:206',44,0.005093,-0.004389,0.005225,0.009798,-0.007613,-0.000163,0.172645,-2.814784,-0.727922,0.75
13643,'2025/12/01 11:40:21:220',44,0.005093,-0.004389,0.005225,0.009798,-0.007613,-0.000163,0.172645,-2.814784,-0.727922,0.75
13644,'2025/12/01 11:40:21:239',44,0.002138,-0.007365,0.00508,0.008129,-0.02269,-0.009711,0.17263,-2.815089,-0.727762,0.75
13645,'2025/12/01 11:40:21:257',44,0.002138,-0.007365,0.00508,0.008129,-0.02269,-0.009711,0.17263,-2.815089,-0.727762,0.75
13646,'2025/12/01 11:40:21:270',44,0.002138,-0.007365,0.00508,0.008129,-0.02269,-0.009711,0.17263,-2.815089,-0.727762,0.75
13647,'2025/12/01 11:40:21:287',44,0.002138,-0.007365,0.00508,0.008129,-0.02269,-0.009711,0.17263,-2.815089,-0.727762,0.75
13648,'2025/12/01 11:40:21:306',44,-0.00086,-0.008205,-0.004755,-0.035198,-0.013075,-0.009716,0.17345,-2.816995,-0.727602,0.75
13649,'2025/12/01 11:41:03:928',45,-0.029773,0.003994,0.050749,2.295416,-2.778516,0.625785,0.657347,-2.098506,-0.858915,0.25
13650,'2025/12/01 11:41:03:942',45,-0.029773,0.003994,0.050749,2.295416,-2.778516,0.625785,0.657347,-2.098506,-0.858915,0.25
13651,'2025/12/01 11:41:03:957',45,-0.118981,-0.065503,-0.055193,3.075656,-3.928787,0.291686,0.58845,-2.269212,-0.774105,0.25
13652,'2025/12/01 11:41:03:975',45,-0.118981,-0.065503,-0.055193,3.075656,-3.928787,0.291686,0.58845,-2.269212,-0.774105,0.25
13653,'2025/12/01 11:41:03:994',45,-0.118981,-0.065503,-0.055193,3.075656,-3.928787,0.291686,0.58845,-2.269212,-0.774105,0.25
13654,'2025/12/01 11:41:04:008',45,-0.118981,-0.065503,-0.055193,3.075656,-3.928787,0.291686,0.58845,-2.269212,-0.774105,0.25
13655,'2025/12/01 11:41:04:027',45,-0.625047,-0.223411,0.255304,2.229783,-3.754069,-1.559247,0.469489,-2.60065,-0.61194,0.25
13656,'2025/12/01 11:41:04:044',45,-0.625047,-0.223411,0.255304,2.229783,-3.754069,-1.559247,0.469489,-2.60065,-0.61194,0.25
13657,'2025/12/01 11:41:04:060',45,-0.688805,-0.203456,0.17647,1.7102,-3.320403,-2.939964,0.441096,-2.77521,-0.497146,0.25
13658,'2025/12/01 11:41:04:077',45,-0.688805,-0.203456,0.17647,1.7102,-3.320403,-2.939964,0.441096,-2.77521,-0.497146,0.25
13659,'2025/12/01 11:41:04:094',45,-0.628471,-0.123421,0.393582,0.473326,-3.122838,-3.863984,0.437575,-2.921332,-0.377514,0.25
13660,'2025/12/01 11:41:04:107',45,-0.628471,-0.123421,0.393582,0.473326,-3.122838,-3.863984,0.437575,-2.921332,-0.377514,0.25
13661,'2025/12/01 11:41:04:127',45,-0.35306,0.067443,0.478721,-1.174417,-2.601313,-4.267229,0.470694,-3.089679,-0.21986,0.25
13662,'2025/12/01 11:41:04:143',45,-0.35306,0.067443,0.478721,-1.174417,-2.601313,-4.267229,0.470694,-3.089679,-0.21986,0.25
13663,'2025/12/01 11:41:04:157',45,0.092585,0.27998,0.596275,-2.721899,-3.044056,-3.245566,0.535671,3.018181,-0.0613,0.25
13664,'2025/12/01 11:41:04:177',45,0.092585,0.27998,0.596275,-2.721899,-3.044056,-3.245566,0.535671,3.018181,-0.0613,0.25
13665,'2025/12/01 11:41:04:191',45,0.092585,0.27998,0.596275,-2.721899,-3.044056,-3.245566,0.535671,3.018181,-0.0613,0.25
13666,'2025/12/01 11:41:04:210',45,0.325489,0.535561,0.476492,-3.866668,-2.981549,-1.689733,0.618459,2.869647,0.047052,0.25
13667,'2025/12/01 11:41:04:225',45,-0.019221,0.638346,0.31953,-5.041902,-2.570607,-0.99882,0.748328,2.690488,0.171244,0.25
13668,'2025/12/01 11:41:04:242',45,-0.019221,0.638346,0.31953,-5.041902,-2.570607,-0.99882,0.748328,2.690488,0.171244,0.25
13669,'2025/12/01 11:41:04:258',45,-0.019221,0.638346,0.31953,-5.041902,-2.570607,-0.99882,0.748328,2.690488,0.171244,0.25
13670,'2025/12/01 11:41:04:274',45,-0.019221,0.638346,0.31953,-5.041902,-2.570607,-0.99882,0.748328,2.690488,0.171244,0.25
13671,'2025/12/01 11:41:04:292',45,-0.018456,0.927815,0.112986,-7.215153,-0.52015,-0.541472,1.031018,2.217016,0.648228,0.25
13672,'2025/12/01 11:41:04:308',45,-0.018456,0.927815,0.112986,-7.215153,-0.52015,-0.541472,1.031018,2.217016,0.648228,0.25
13673,'2025/12/01 11:41:04:327',45,0.246823,1.063736,-0.145928,-7.386179,0.496184,0.256684,1.13109,1.759407,1.162992,0.25
13674,'2025/12/01 11:41:04:342',45,0.246823,1.063736,-0.145928,-7.386179,0.496184,0.256684,1.13109,1.759407,1.162992,0.25
13675,'2025/12/01 11:41:04:358',45,0.537744,1.156881,-0.12896,-7.679872,1.076109,1.82782,1.146224,1.216159,1.790431,0.25
13676,'2025/12/01 11:41:04:377',45,0.537744,1.156881,-0.12896,-7.679872,1.076109,1.82782,1.146224,1.216159,1.790431,0.25
13677,'2025/12/01 11:41:04:392',45,0.742895,1.467776,-0.149693,-8.269615,1.459479,3.832653,1.07739,0.748141,2.351702,0.25
13678,'2025/12/01 11:41:04:408',45,0.742895,1.467776,-0.149693,-8.269615,1.459479,3.832653,1.07739,0.748141,2.351702,0.25
13679,'2025/12/01 11:41:04:426',45,1.197862,1.708846,-0.598676,-7.020026,1.652522,7.608603,0.937128,0.31464,2.932048,0.25
13680,'2025/12/01 11:41:04:444',45,1.197862,1.708846,-0.598676,-7.020026,1.652522,7.608603,0.937128,0.31464,2.932048,0.25
13681,'2025/12/01 11:41:04:460',45,1.197862,1.708846,-0.598676,-7.020026,1.652522,7.608603,0.937128,0.31464,2.932048,0.25
13682,'2025/12/01 11:41:04:477',45,1.273461,1.852302,-0.809156,-4.363377,1.388297,12.291728,0.779772,-0.065465,-2.7882,0.25
13683,'2025/12/01 11:41:04:492',45,0.620829,2.280205,-0.743871,-3.735851,3.8769,15.845807,0.578727,-0.316991,-2.278154,0.25
13684,'2025/12/01 11:41:04:507',45,0.620829,2.280205,-0.743871,-3.735851,3.8769,15.845807,0.578727,-0.316991,-2.278154,0.25
13685,'2025/12/01 11:41:04:528',45,-1.97452,2.464139,-0.801223,-7.61614,10.876735,14.05505,0.22064,-0.279083,-1.769642,0.25
13686,'2025/12/01 11:41:04:542',45,-1.97452,2.464139,-0.801223,-7.61614,10.876735,14.05505,0.22064,-0.279083,-1.769642,0.25
13687,'2025/12/01 11:41:04:557',45,-2.498121,0.230475,-1.631851,-4.292148,3.825372,2.957861,-0.07373,0.045256,-1.526225,0.25
13688,'2025/12/01 11:41:04:577',45,-2.498121,0.230475,-1.631851,-4.292148,3.825372,2.957861,-0.07373,0.045256,-1.526225,0.25
13689,'2025/12/01 11:41:04:591',45,-2.498121,0.230475,-1.631851,-4.292148,3.825372,2.957861,-0.07373,0.045256,-1.526225,0.25
13690,'2025/12/01 11:41:04:610',45,-2.498121,0.230475,-1.631851,-4.292148,3.825372,2.957861,-0.07373,0.045256,-1.526225,0.25
13691,'2025/12/01 11:41:04:626',45,-2.498121,0.230475,-1.631851,-4.292148,3.825372,2.957861,-0.07373,0.045256,-1.526225,0.25
13692,'2025/12/01 11:41:04:643',45,-0.534237,-0.074431,-0.655116,1.898018,-1.613599,-1.374337,0.006533,-0.198918,-1.548952,0.25
13693,'2025/12/01 11:41:04:657',45,-0.534237,-0.074431,-0.655116,1.898018,-1.613599,-1.374337,0.006533,-0.198918,-1.548952,0.25
13694,'2025/12/01 11:41:04:678',45,-0.223033,-0.010781,-0.012296,-0.144703,1.715404,-0.59514,0.039369,-0.182632,-1.573982,0.25
13695,'2025/12/01 11:41:04:692',45,-0.223033,-0.010781,-0.012296,-0.144703,1.715404,-0.59514,0.039369,-0.182632,-1.573982,0.25
13696,'2025/12/01 11:41:04:708',45,-0.223033,-0.010781,-0.012296,-0.144703,1.715404,-0.59514,0.039369,-0.182632,-1.573982,0.25
13697,'2025/12/01 11:41:04:724',45,-0.223033,-0.010781,-0.012296,-0.144703,1.715404,-0.59514,0.039369,-0.182632,-1.573982,0.25
13698,'2025/12/01 11:41:04:743',45,0.038964,0.016412,0.055603,0.436178,-0.898637,-0.80436,0.044717,-0.147247,-1.618401,0.25
13699,'2025/12/01 11:41:04:760',45,0.038964,0.016412,0.055603,0.436178,-0.898637,-0.80436,0.044717,-0.147247,-1.618401,0.25
13700,'2025/12/01 11:41:04:775',45,0.038964,0.016412,0.055603,0.436178,-0.898637,-0.80436,0.044717,-0.147247,-1.618401,0.25
13701,'2025/12/01 11:41:04:793',45,0.038964,0.016412,0.055603,0.436178,-0.898637,-0.80436,0.044717,-0.147247,-1.618401,0.25
13702,'2025/12/01 11:41:04:810',45,0.089266,0.046583,0.125521,-0.018065,-0.465532,-0.481278,0.058381,-0.173405,-1.640747,0.25
13703,'2025/12/01 11:41:04:826',45,0.094433,0.054827,0.077807,-0.409347,0.010032,0.024356,0.050408,-0.178723,-1.649521,0.25
13704,'2025/12/01 11:41:04:841',45,-0.004084,0.021553,0.013853,-0.358602,0.024145,0.101719,0.038438,-0.177395,-1.649093,0.25
13705,'2025/12/01 11:41:04:857',45,-0.004084,0.021553,0.013853,-0.358602,0.024145,0.101719,0.038438,-0.177395,-1.649093,0.25
13706,'2025/12/01 11:41:04:876',45,-0.066979,-0.000983,-0.029874,-0.139604,-0.13366,-0.042207,0.029081,-0.179807,-1.649093,0.25
13707,'2025/12/01 11:41:04:894',45,-0.066979,-0.000983,-0.029874,-0.139604,-0.13366,-0.042207,0.029081,-0.179807,-1.649093,0.25
13708,'2025/12/01 11:41:04:910',45,-0.065025,-0.021305,-0.021298,-0.022153,-0.161999,-0.207687,0.027771,-0.185467,-1.654319,0.25
13709,'2025/12/01 11:41:04:928',45,-0.065025,-0.021305,-0.021298,-0.022153,-0.161999,-0.207687,0.027771,-0.185467,-1.654319,0.25
13710,'2025/12/01 11:41:04:941',45,-0.026474,-0.012095,0.012127,-0.122232,-0.095556,-0.178411,0.027199,-0.188951,-1.660673,0.25
13711,'2025/12/01 11:41:04:960',45,-0.026474,-0.012095,0.012127,-0.122232,-0.095556,-0.178411,0.027199,-0.188951,-1.660673,0.25
13712,'2025/12/01 11:41:04:974',45,-0.004641,-0.002998,-0.010151,-0.151489,-0.12205,-0.012503,0.022608,-0.192284,-1.66509,0.25
13713,'2025/12/01 11:41:04:990',45,-0.004641,-0.002998,-0.010151,-0.151489,-0.12205,-0.012503,0.022608,-0.192284,-1.66509,0.25
13714,'2025/12/01 11:41:05:010',45,-0.050351,-0.013388,-0.047248,-0.022072,-0.147177,0.043597,0.019328,-0.197379,-1.664628,0.25
13715,'2025/12/01 11:41:05:026',45,-0.074534,-0.016054,-0.030683,0.021542,-0.102883,-0.029676,0.019546,-0.201773,-1.664281,0.25
13716,'2025/12/01 11:41:05:041',45,-0.074534,-0.016054,-0.030683,0.021542,-0.102883,-0.029676,0.019546,-0.201773,-1.664281,0.25
13717,'2025/12/01 11:41:05:060',45,-0.074534,-0.016054,-0.030683,0.021542,-0.102883,-0.029676,0.019546,-0.201773,-1.664281,0.25
13718,'2025/12/01 11:41:05:074',45,-0.074534,-0.016054,-0.030683,0.021542,-0.102883,-0.029676,0.019546,-0.201773,-1.664281,0.25
13719,'2025/12/01 11:41:05:094',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13720,'2025/12/01 11:41:05:110',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13721,'2025/12/01 11:41:05:127',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13722,'2025/12/01 11:41:05:142',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13723,'2025/12/01 11:41:05:160',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13724,'2025/12/01 11:41:05:177',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13725,'2025/12/01 11:41:05:191',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13726,'2025/12/01 11:41:05:210',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13727,'2025/12/01 11:41:05:227',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13728,'2025/12/01 11:41:05:241',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13729,'2025/12/01 11:41:05:260',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13730,'2025/12/01 11:41:05:277',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13731,'2025/12/01 11:41:05:291',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13732,'2025/12/01 11:41:05:309',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13733,'2025/12/01 11:41:05:327',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13734,'2025/12/01 11:41:05:343',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13735,'2025/12/01 11:41:05:360',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13736,'2025/12/01 11:41:05:376',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13737,'2025/12/01 11:41:05:393',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13738,'2025/12/01 11:41:05:410',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13739,'2025/12/01 11:41:05:427',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13740,'2025/12/01 11:41:05:442',45,-0.062978,-0.014253,-0.019182,0.042742,-0.101689,-0.073938,0.020828,-0.204697,-1.665684,0.25
13741,'2025/12/01 11:41:05:460',45,0.102733,0.052744,-0.14353,1.341234,-2.319878,-0.177853,0.087876,-0.354378,-1.703457,0.25
13742,'2025/12/01 11:41:05:477',45,0.102733,0.052744,-0.14353,1.341234,-2.319878,-0.177853,0.087876,-0.354378,-1.703457,0.25
13743,'2025/12/01 11:41:05:491',45,0.107399,0.067013,-0.23015,2.400481,-3.391921,0.034333,0.148475,-0.457936,-1.679053,0.25
13744,'2025/12/01 11:41:05:510',45,0.107399,0.067013,-0.23015,2.400481,-3.391921,0.034333,0.148475,-0.457936,-1.679053,0.25
13745,'2025/12/01 11:41:05:526',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13746,'2025/12/01 11:41:05:543',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13747,'2025/12/01 11:41:05:560',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13748,'2025/12/01 11:41:05:575',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13749,'2025/12/01 11:41:05:594',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13750,'2025/12/01 11:41:05:610',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13751,'2025/12/01 11:41:05:626',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13752,'2025/12/01 11:41:05:643',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13753,'2025/12/01 11:41:05:660',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13754,'2025/12/01 11:41:05:676',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13755,'2025/12/01 11:41:05:693',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13756,'2025/12/01 11:41:05:710',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13757,'2025/12/01 11:41:05:727',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13758,'2025/12/01 11:41:05:744',45,0.070062,0.076719,-0.273684,3.540462,-4.549483,-0.073616,0.23695,-0.605262,-1.625418,0.25
13759,'2025/12/01 11:41:05:759',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13760,'2025/12/01 11:41:05:775',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13761,'2025/12/01 11:41:05:790',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13762,'2025/12/01 11:41:05:810',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13763,'2025/12/01 11:41:05:826',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13764,'2025/12/01 11:41:05:843',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13765,'2025/12/01 11:41:05:860',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13766,'2025/12/01 11:41:05:875',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13767,'2025/12/01 11:41:05:893',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13768,'2025/12/01 11:41:05:907',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13769,'2025/12/01 11:41:05:928',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13770,'2025/12/01 11:41:05:944',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13771,'2025/12/01 11:41:05:960',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13772,'2025/12/01 11:41:05:977',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13773,'2025/12/01 11:41:05:991',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13774,'2025/12/01 11:41:06:007',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13775,'2025/12/01 11:41:06:027',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13776,'2025/12/01 11:41:06:042',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13777,'2025/12/01 11:41:06:057',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13778,'2025/12/01 11:41:06:077',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13779,'2025/12/01 11:41:06:090',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13780,'2025/12/01 11:41:06:110',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13781,'2025/12/01 11:41:06:126',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13782,'2025/12/01 11:41:06:143',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13783,'2025/12/01 11:41:06:160',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13784,'2025/12/01 11:41:06:175',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13785,'2025/12/01 11:41:06:193',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13786,'2025/12/01 11:41:06:210',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13787,'2025/12/01 11:41:06:225',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13788,'2025/12/01 11:41:06:243',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13789,'2025/12/01 11:41:06:258',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13790,'2025/12/01 11:41:06:274',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13791,'2025/12/01 11:41:06:291',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13792,'2025/12/01 11:41:06:308',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13793,'2025/12/01 11:41:06:328',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
13794,'2025/12/01 11:41:06:342',45,0.132065,0.147065,-0.22633,4.831516,-6.221418,-0.266397,0.43905,-1.040565,-1.418356,0.25
